Name,WALS code,ISO 639-3,Genus,Family,Macroarea,Latitude,Longitude,Countries
Lesser Antillean French Creole,lcr,"acf, gcf",Creoles and Pidgins,other,North America,15.00,-61.17,MartiniqueGuyanaGrenadaTrinidad and TobagoDominicaSt. LuciaGuadeloupe
Leti,let,lti,Central Malayo-Polynesian,Austronesian,Papunesia,-8.20,127.67,Indonesia
Lewo,lew,lww,Oceanic,Austronesian,Papunesia,-16.75,168.33,Vanuatu
Lezgian,lez,lez,Lezgic,Nakh-Daghestanian,Eurasia,41.67,47.83,AzerbaijanRussia
Lhomi,lho,lhm,Bodic,Sino-Tibetan,Eurasia,27.67,87.42,Nepal
Lillooet,lil,lil,Interior Salish,Salishan,North America,50.75,-122.00,Canada
Limbu,lim,lif,Himalayish,Sino-Tibetan,Eurasia,27.17,87.75,BhutanIndiaNepal
Limilngan,lml,lmc,Limilngan,Darwin Region,Australia,-12.50,131.92,Australia
Linda,lnd,liy,Ubangi,Niger-Congo,Africa,6.50,20.75,Central African Republic
Lingala,lin,lin,Bantu,Niger-Congo,Africa,2.00,18.50,Democratic Republic of Congo
Língua de Sinais Brasileira,lsb,bzs,Sign Languages,other,South America,-15.00,-48.00,Brazil
Língua Gestual Portuguesa,lgp,psr,Sign Languages,other,Eurasia,40.00,-8.00,Portugal
Lingua Italiana dei Segni,lii,ise,Sign Languages,other,Eurasia,42.00,13.00,Italy
Linngithig,lnj,lnj,Northern Pama-Nyungan,Pama-Nyungan,Australia,-12.50,142.83,Australia
Lisu,lis,lis,Burmese-Lolo,Sino-Tibetan,Eurasia,26.00,98.00,ChinaMyanmar
Lithuanian,lit,lit,Baltic,Indo-European,Eurasia,55.00,24.00,Lithuania
Liv,liv,liv,Finnic,Uralic,Eurasia,56.83,24.00,Latvia
Lobi,lob,lob,Lobiri-Jaane,Niger-Congo,Africa,10.50,-3.25,Burkina FasoCôte d'Ivoire
Logoti,lgt,log,Moru-Ma'di,Central Sudanic,Africa,3.50,30.00,Democratic Republic of Congo
Loko,lok,lok,Western Mande,Mande,Africa,9.33,-12.08,Sierra Leone
Lokono,ara,arw,Antillean Arawakan,Arawakan,South America,5.50,-55.17,Suriname
Loma,lma,lom,Western Mande,Mande,Africa,8.00,-9.50,GuineaLiberia
Londo,ldo,bdu,Bantu,Niger-Congo,Africa,5.00,9.17,Cameroon
Longgu,lgu,lgu,Oceanic,Austronesian,Papunesia,-9.75,160.67,Solomon Islands
Loniu,lon,los,Oceanic,Austronesian,Papunesia,-2.07,147.33,Papua New Guinea
Lonwolwol,lnw,crc,Oceanic,Austronesian,Papunesia,-16.22,168.00,Vanuatu
Lotha,lot,njh,Central Naga,Sino-Tibetan,Eurasia,26.50,94.25,India
Lou,lou,loj,Oceanic,Austronesian,Papunesia,-2.38,147.32,Papua New Guinea
Loven,lov,lbo,Bahnaric,Austro-Asiatic,Eurasia,15.00,106.33,Laos
Low German,lge,nds,Germanic,Indo-European,Eurasia,53.00,10.00,Germany
Lozi,loz,loz,Bantu,Niger-Congo,Africa,-17.83,26.00,Zambia
Lü,lu,khb,Kam-Tai,Tai-Kadai,Eurasia,22.00,100.67,ChinaLaosMyanmar
Lua,lua,nie,Bua,Niger-Congo,Africa,9.75,17.75,Chad
Luangiua,lga,ojv,Oceanic,Austronesian,Papunesia,-5.33,159.42,Solomon Islands
Lucazi,luc,lch,Bantu,Niger-Congo,Africa,-14.00,20.00,Angola
Luganda,lda,lug,Bantu,Niger-Congo,Africa,0.50,32.17,Uganda
Lugbara,lug,lgg,Moru-Ma'di,Central Sudanic,Africa,3.08,30.92,Democratic Republic of CongoUganda
Lughat al-Isharat al-Lubnaniya,lgh,jos,Sign Languages,other,Eurasia,34.00,35.83,Lebanon
Luiseño,lui,lui,Northern Uto-Aztecan,Uto-Aztecan,North America,33.33,-117.17,United States
Lule,lul,ule,Lule,Lule,South America,-28.00,-64.00,Argentina
Lummi,lum,str,Central Salish,Salishan,North America,48.70,-122.67,United States
Lunda,lbu,lun,Bantu,Niger-Congo,Africa,-10.67,24.00,Democratic Republic of Congo
Lun Dayeh,lud,lnd,North Borneo,Austronesian,Papunesia,4.00,115.92,Indonesia
Lungchang,lun,nst,Brahmaputran,Sino-Tibetan,Eurasia,27.50,96.42,India
Luo,luo,luo,Western Nilotic,Eastern Sudanic,Africa,-0.50,34.75,KenyaTanzania
Luri,lur,lrc,Iranian,Indo-European,Eurasia,33.50,48.50,Iran
Lushootseed,lus,lut,Central Salish,Salishan,North America,48.00,-122.00,United States
Lusi,kkv,khl,Oceanic,Austronesian,Papunesia,-5.58,149.67,Papua New Guinea
Luvale,luv,lue,Bantu,Niger-Congo,Africa,-12.00,22.00,Angola
Luwo,jlu,lwo,Western Nilotic,Eastern Sudanic,Africa,8.00,28.00,South Sudan
Luxemburgeois,lux,ltz,Germanic,Indo-European,Eurasia,49.83,6.17,Luxembourg
Luyia,luy,luy,Bantu,Niger-Congo,Africa,0.42,34.50,Kenya
Lyele,lye,lee,Grusi,Niger-Congo,Africa,12.50,-2.67,Burkina Faso
Ma,ma,msj,Ubangi,Niger-Congo,Africa,3.50,28.00,Democratic Republic of Congo
Maale,mle,mdy,Ta-Ne-Omotic,Afro-Asiatic,Africa,6.00,36.92,Ethiopia
Ma'anyan,myn,mhy,Barito,Austronesian,Papunesia,-2.00,115.00,Indonesia
Maasai,maa,mas,Eastern Nilotic,Eastern Sudanic,Africa,-3.00,36.00,KenyaTanzania
Maba,mab,mde,Maban,Maban,Africa,13.75,20.83,Chad
Maca,mca,mca,Matacoan,Matacoan,South America,-25.00,-57.50,Paraguay
Macaguán,mcg,mbn,Guahiban,Guahiban,South America,6.50,-71.33,Colombia
Macedonian,mcd,mkd,Slavic,Indo-European,Eurasia,41.67,21.75,Macedonia
Machiguenga,mch,mcb,Pre-Andine Arawakan,Arawakan,South America,-12.00,-72.67,Peru
Macuna,mcn,myy,Tucanoan,Tucanoan,South America,-0.33,-70.17,ColombiaBrazil
Macushi,mac,mbc,Cariban,Cariban,South America,4.00,-60.00,GuyanaBrazilVenezuela
Mada (in Cameroon),mda,mxu,Biu-Mandara,Afro-Asiatic,Africa,10.83,14.17,Cameroon
Mada (in Nigeria),mdz,mda,Benue-Congo Plateau,Niger-Congo,Africa,8.75,8.25,Nigeria
Ma'di,mad,mhi,Moru-Ma'di,Central Sudanic,Africa,3.25,31.50,UgandaSouth Sudan
Madimadi,mdm,dmd,Southeastern Pama-Nyungan,Pama-Nyungan,Australia,-34.50,143.50,Australia
Madurese,mdr,mad,Malayo-Sumbawan,Austronesian,Papunesia,-7.00,113.50,Indonesia
Mae,mae,mmw,Oceanic,Austronesian,Papunesia,-16.00,167.25,Vanuatu
Magahi,mgh,mag,Indic,Indo-European,Eurasia,23.50,85.50,India
Magar,mag,mgp,Himalayish,Sino-Tibetan,Eurasia,28.00,83.00,Nepal
Magar (Syangja),msy,mrd,Himalayish,Sino-Tibetan,Eurasia,28.08,83.83,Nepal
Magi,mgi,mgu,Mailuan,Trans-New Guinea,Papunesia,-10.33,149.33,Papua New Guinea
Magindanao,mgn,mdh,Greater Central Philippine,Austronesian,Papunesia,6.83,124.50,Philippines
Mahican,mhc,xpq,Algonquian,Algic,North America,42.67,-73.50,United States
Mah Meri,mhm,mhe,Aslian,Austro-Asiatic,Eurasia,2.83,101.50,Malaysia
Maidu (Northeast),mne,nmu,Maiduan,Penutian,North America,40.00,-120.67,United States
Maipure,mpr,,Alto-Orinoco,Arawakan,South America,5.50,-67.50,Venezuela
Mairasi,mrs,zrs,Mairasic,Mairasic,Papunesia,-3.50,134.00,Indonesia
Maisin,msn,mbq,Oceanic,Austronesian,Papunesia,-9.50,149.17,Papua New Guinea
Maithili,mai,mai,Indic,Indo-European,Eurasia,26.00,86.00,IndiaNepal
Majang,maj,mpe,Majang,Eastern Sudanic,Africa,6.75,35.00,Ethiopia
Makaa,mkz,mcp,Bantu,Niger-Congo,Africa,3.42,12.25,Cameroon
Makah,mak,myh,Southern Wakashan,Wakashan,North America,48.33,-124.67,United States
Makasae,mkj,mkz,East Timor,Greater West Bomberai,Papunesia,-8.67,126.50,East Timor
Makassar,mks,mak,South Sulawesi,Austronesian,Papunesia,-5.42,119.58,Indonesia
Maklew,mkl,mgf,Bulaka River,Bulaka River,Papunesia,-7.67,139.42,Indonesia
Makonde,mkd,kde,Bantu,Niger-Congo,Africa,-11.00,40.00,MozambiqueTanzania
Máku,mkw,xak,Máku,Máku,South America,0.42,-69.83,Brazil
Makua,mua,mgh,Bantu,Niger-Congo,Africa,-15.00,38.67,Mozambique
Malacca Creole,mlc,mcm,Creoles and Pidgins,other,Eurasia,2.20,102.25,Malaysia
Malagasy,mal,plt,Barito,Austronesian,Africa,-20.00,47.00,Madagascar
Malakmalak,mlk,mpb,Northern Daly,Northern Daly,Australia,-13.42,130.42,Australia
Malay,mly,zsm,Malayo-Sumbawan,Austronesian,Eurasia,3.00,102.00,Malaysia
Malayalam,mym,mal,Dravidian,Dravidian,Eurasia,10.00,76.50,India
Malay (Kuala Lumpur),myk,zlm,Malayo-Sumbawan,Austronesian,Eurasia,3.17,101.70,Malaysia
Malay (Ulu Muar),mmu,zmi,Malayo-Sumbawan,Austronesian,Eurasia,2.67,102.50,Malaysia
Maleu,mlu,mgl,Oceanic,Austronesian,Papunesia,-5.72,148.42,Papua New Guinea
Malgwa,mlg,,Biu-Mandara,Afro-Asiatic,Africa,11.50,13.75,Nigeria
Mali,mli,gcc,Baining,Baining,Papunesia,-4.83,152.25,Papua New Guinea
Maltese,mlt,mlt,Semitic,Afro-Asiatic,Eurasia,35.92,14.42,Malta
Malto,mto,kmj,Dravidian,Dravidian,Eurasia,25.00,87.33,India
Mam,mam,mam,Mayan,Mayan,North America,15.00,-91.83,Guatemala
Mamanwa,mmn,mmn,Greater Central Philippine,Austronesian,Papunesia,9.42,125.50,Philippines
Mamasa,mms,mqj,South Sulawesi,Austronesian,Papunesia,-3.08,119.67,Indonesia
Mambai,mmi,mcs,Mbumic,Niger-Congo,Africa,9.67,14.00,Chad
Mambila,mla,"mcu, mzk",Mambiloid,Niger-Congo,Africa,6.75,11.50,NigeriaCameroon
Mambwe,mmw,mgr,Bantu,Niger-Congo,Africa,-9.08,31.17,ZambiaTanzania
Mampruli,mmp,maw,Oti-Volta,Niger-Congo,Africa,10.33,-0.67,TogoGhana
Mamvu,mmv,mdi,Mangbutu-Efe,Central Sudanic,Africa,3.25,29.00,Democratic Republic of Congo
Manadonese,mds,xmm,Malayo-Sumbawan,Austronesian,Papunesia,1.50,124.83,Indonesia
Manam,mnm,mva,Oceanic,Austronesian,Papunesia,-4.00,145.00,Papua New Guinea
Manambu,mbu,mle,Ndu,Sepik,Papunesia,-4.25,142.83,Papua New Guinea
Manange,nmm,nmm,Bodic,Sino-Tibetan,Eurasia,28.58,84.00,Nepal
Manchu,mnc,mnc,Tungusic,Altaic,Eurasia,49.50,127.50,China
Mandaic (Modern),mma,mid,Semitic,Afro-Asiatic,Eurasia,31.00,48.50,IranIraq
Mandan,mdn,mhq,Mandan,Siouan,North America,46.50,-102.50,United States
Mandar,mnr,mdr,South Sulawesi,Austronesian,Papunesia,-3.42,119.08,Indonesia
Mandarin,mnd,cmn,Chinese,Sino-Tibetan,Eurasia,34.00,110.00,China
Mandinka,mdk,mnk,Western Mande,Mande,Africa,13.00,-15.67,MaliSenegalGuinea
Mandinka (Gambian),mkg,mnk,Western Mande,Mande,Africa,13.42,-16.00,Gambia
Manem,mem,jet,Border,Border,Papunesia,-3.00,140.83,IndonesiaPapua New Guinea
Mangap-Mbula,mmb,mna,Oceanic,Austronesian,Papunesia,-5.67,148.08,Papua New Guinea
Mangarrayi,myi,mpc,Mangarrayi,Mangarrayi-Maran,Australia,-14.67,133.50,Australia
Mangbetu,mbt,mdj,Mangbetu,Central Sudanic,Africa,2.50,26.50,Democratic Republic of Congo
Manggarai,mng,mqy,Central Malayo-Polynesian,Austronesian,Papunesia,-8.50,120.33,Indonesia
Mangghuer,mgg,mjg,Mongolic,Altaic,Eurasia,36.00,102.00,China
Mango,mgq,mge,Bongo-Bagirmi,Central Sudanic,Africa,8.75,17.00,Chad
Maninka,mnk,emk,Western Mande,Mande,Africa,10.50,-9.50,Sierra LeoneGuinea
Maninka (Western),maw,mlq,Western Mande,Mande,Africa,13.00,-11.00,Mali
Manjaku,mjk,mfv,Manjaku,Niger-Congo,Africa,12.00,-16.25,Guinea-Bissau
Mankanya,mkn,knf,Manjaku,Niger-Congo,Africa,12.08,-15.92,Guinea-Bissau
Mankon,mkq,nge,Wide Grassfields,Niger-Congo,Africa,6.00,10.17,Cameroon
Mano,man,mev,Eastern Mande,Mande,Africa,7.00,-9.00,GuineaLiberia
Manobo (Western Bukidnon),mwb,mbb,Greater Central Philippine,Austronesian,Papunesia,7.67,124.75,Philippines
Mansi,mns,mns,Ugric,Uralic,Eurasia,62.00,62.00,Russia
Mantjiltjara,mnj,mpj,Western Pama-Nyungan,Pama-Nyungan,Australia,-22.67,125.08,Australia
Manx,mnx,glv,Celtic,Indo-European,Eurasia,54.17,-4.50,United Kingdom
Maori,mao,mri,Oceanic,Austronesian,Papunesia,-40.00,176.00,New Zealand
Mapoyo,mpy,mcg,Cariban,Cariban,South America,6.00,-67.00,Venezuela
Mapudungun,map,arn,Araucanian,Araucanian,South America,-38.00,-72.00,Chile
Mara,mra,mec,Mara,Mangarrayi-Maran,Australia,-15.00,135.17,Australia
Maranao,mrn,mrw,Greater Central Philippine,Austronesian,Papunesia,7.83,124.25,Philippines
Maranungku,mku,zmr,Wagaydy,Western Daly,Australia,-13.67,130.00,Australia
Marathi,mhi,mar,Indic,Indo-European,Eurasia,19.00,76.00,India
Marchha,mrc,rnp,Bodic,Sino-Tibetan,Eurasia,30.25,79.58,India
Margany,mny,zmc,Northern Pama-Nyungan,Pama-Nyungan,Australia,-27.00,144.50,Australia
Margi,mrg,mrt,Biu-Mandara,Afro-Asiatic,Africa,11.00,13.00,Nigeria
Maricopa,mar,mrc,Yuman,Hokan,North America,33.17,-113.17,United States
Mari (Hill),mah,mrj,Mari,Uralic,Eurasia,57.00,58.00,Russia
Mari (Meadow),mme,mhr,Mari,Uralic,Eurasia,57.00,48.00,Russia
Marind,mrd,mrz,Marind-Yaqay,Trans-New Guinea,Papunesia,-7.83,140.17,Indonesia
Maring,mav,mbw,Chimbu-Wahgi,Trans-New Guinea,Papunesia,-5.50,144.67,Papua New Guinea
Maringarr,mrr,zmt,Bringen,Western Daly,Australia,-14.25,130.00,Australia
Marquesan,mrq,"mqm, mrq",Oceanic,Austronesian,Papunesia,-8.92,-140.08,French Polynesia
Marrithiyel,mrh,mfr,Bringen,Western Daly,Australia,-13.83,130.00,Australia
Marshallese,msh,mah,Oceanic,Austronesian,Papunesia,7.12,171.05,Marshall Islands
Martinique Creole,mqc,gcf,Creoles and Pidgins,other,North America,14.67,-61.00,Martinique
Martuthunira,mrt,vma,Western Pama-Nyungan,Pama-Nyungan,Australia,-20.83,116.50,Australia
Martu Wangka,mwa,mpj,Western Pama-Nyungan,Pama-Nyungan,Australia,-21.50,126.00,Australia
Maru,mru,mhx,Burmese-Lolo,Sino-Tibetan,Eurasia,23.50,98.50,Myanmar
Masa,mas,mcn,Masa,Afro-Asiatic,Africa,10.50,15.50,ChadCameroon
Masakin,msk,jle,Talodi,Kordofanian,Africa,10.67,30.00,Sudan
Masalit,msl,mls,Maban,Maban,Africa,13.33,22.00,ChadSudan
Massachusett,mtt,wam,Algonquian,Algic,North America,42.50,-71.00,United States
Matis,mts,mpq,Panoan,Pano-Tacanan,South America,-4.42,-70.25,Brazil
Matngele,mdl,zml,Eastern Daly,Eastern Daly,Australia,-13.83,130.42,Australia
Matsés,myr,mcf,Panoan,Pano-Tacanan,South America,-5.42,-73.25,BrazilPeru
Mattole,mtl,mvb,Athapaskan,Na-Dene,North America,40.17,-124.17,United States
Matukar,mtk,mjk,Oceanic,Austronesian,Papunesia,-4.92,145.75,Papua New Guinea
Matuumbi,mtb,mgw,Bantu,Niger-Congo,Africa,-8.50,39.00,Tanzania
Mauka,mka,mxx,Western Mande,Mande,Africa,8.33,-7.50,Côte d'Ivoire
Maung,mau,mph,Iwaidjan,Iwaidjan,Australia,-11.92,133.50,Australia
Mauritian Creole,mcr,mfe,Creoles and Pidgins,other,Africa,-20.33,57.50,Mauritius
Mawchi,mwc,mke,Indic,Indo-European,Eurasia,21.33,73.67,India
Maxakalí,max,mbl,Maxakalian,Macro-Ge,South America,-18.00,-40.00,Brazil
Ma'ya,mya,slz,South Halmahera - West New Guinea,Austronesian,Papunesia,-1.25,130.92,Indonesia
Mayangna,sum,yan,Misumalpan,Misumalpan,North America,13.00,-84.50,Nicaragua
Maybrat,may,ayz,Maybrat,Maybrat,Papunesia,-1.33,132.50,Indonesia
Mayi-Yapi,myy,xyj,Northern Pama-Nyungan,Pama-Nyungan,Australia,-20.00,141.00,Australia
Mayo,myo,mfy,Cahita,Uto-Aztecan,North America,26.00,-108.00,Mexico
Mayogo,myg,mdm,Ubangi,Niger-Congo,Africa,3.00,29.00,Democratic Republic of Congo
Mazahua,maz,maz,Otomian,Oto-Manguean,North America,19.42,-99.92,Mexico
Mazanderani,mzn,mzn,Iranian,Indo-European,Eurasia,36.50,52.00,Iran
Mazatec (Chiquihuitlán),mzc,maq,Popolocan,Oto-Manguean,North America,17.75,-96.92,Mexico
Mazatec (Huautla),mzh,mau,Popolocan,Oto-Manguean,North America,18.25,-96.83,Mexico
Mba,mba,mfc,Ubangi,Niger-Congo,Africa,1.00,25.00,Democratic Republic of Congo
Mbabaram,mbb,vmb,Northern Pama-Nyungan,Pama-Nyungan,Australia,-17.17,145.00,Australia
Mbalanhu,mhu,lnb,Bantu,Niger-Congo,Africa,-17.50,15.00,Namibia
Mbara,mbr,mpk,Biu-Mandara,Afro-Asiatic,Africa,11.00,15.42,Chad
Mbay,mby,myb,Bongo-Bagirmi,Central Sudanic,Africa,8.25,17.50,Chad
Mbe',mbz,mtk,Bantu,Niger-Congo,Africa,6.28,11.08,Cameroon
Mbere,mbe,mdt,Bantu,Niger-Congo,Africa,-0.50,14.00,CongoGabon
Mbili,mbi,baw,Wide Grassfields,Niger-Congo,Africa,6.12,10.20,Cameroon
Mbodomo,mdo,gmm,Gbaya-Manza-Ngbaka,Niger-Congo,Africa,4.50,15.50,Central African Republic
Mbole,mbl,mdq,Bantu,Niger-Congo,Africa,-0.67,24.67,Democratic Republic of Congo
Mbosi,mdw,mdw,Bantu,Niger-Congo,Africa,-1.25,15.50,Congo
Mbugu,mbg,mhd,Southern Cushitic,Afro-Asiatic,Africa,-4.33,38.17,Tanzania
Mbum,mbm,mdd,Mbumic,Niger-Congo,Africa,7.75,13.17,Central African RepublicChadCameroon
Me'en,mee,mym,South Surmic,Eastern Sudanic,Africa,5.00,37.00,Ethiopia
Mehek,mhk,nux,Tama Sepik,Sepik,Papunesia,-3.75,142.50,Papua New Guinea
Mehri,meh,gdq,Semitic,Afro-Asiatic,Eurasia,17.00,51.50,YemenOman
Meithei,mei,mni,Manipuri,Sino-Tibetan,Eurasia,24.75,94.00,India
Mekens,mek,skf,Tupari,Tupian,South America,-12.50,-61.50,Brazil
Mekeo,mke,mek,Oceanic,Austronesian,Papunesia,-8.33,146.50,Papua New Guinea
Melanau,mel,mel,North Borneo,Austronesian,Papunesia,2.50,111.50,Malaysia
Melayu Betawi,meb,bew,Creoles and Pidgins,other,Papunesia,-6.50,107.00,Indonesia
Mende,mde,men,Western Mande,Mande,Africa,7.83,-11.50,Sierra Leone
Menomini,men,mez,Algonquian,Algic,North America,45.50,-88.33,United States
Mentawai,mnt,mwv,Northwest Sumatra-Barrier Islands,Austronesian,Papunesia,-1.50,99.00,Indonesia
Mentuh Tapuh,mta,sdo,Land Dayak,Austronesian,Papunesia,1.25,111.00,Malaysia
Menya,mey,mcr,Nuclear Angan,Trans-New Guinea,Papunesia,-7.25,146.00,Papua New Guinea
Meryam Mir,mer,ulk,Eastern Trans-Fly,Eastern Trans-Fly,Papunesia,-9.92,144.08,Australia
Meyah,mea,mej,East Bird's Head,East Bird's Head,Papunesia,-1.17,133.50,Indonesia
Mian,mpt,mpt,Ok,Trans-New Guinea,Papunesia,-4.75,141.50,Papua New Guinea
Michif,mcf,crg,Algonquian,Algic,North America,52.00,-100.17,Canada
Micmac,mic,mic,Algonquian,Algic,North America,45.00,-63.00,Canada
Midob,mid,mei,Nubian,Eastern Sudanic,Africa,15.08,26.25,Sudan
Mien,mie,ium,Mienic,Hmong-Mien,Eurasia,25.00,111.00,China
Migama,mig,mmy,East Chadic,Afro-Asiatic,Africa,12.17,19.83,Chad
Miisiirii,mii,,Taman,Eastern Sudanic,Africa,13.50,22.00,ChadSudan
Miju,mij,mxj,Kman-Meyor,Sino-Tibetan,Eurasia,29.00,96.00,India
Mikarew,mkr,msy,Ruboni,Ramu-Lower Sepik,Papunesia,-4.42,144.92,Papua New Guinea
Mikasuki,mki,mik,Muskogean,Muskogean,North America,32.00,-85.00,United States
Mikir,mik,mjw,Karbic,Sino-Tibetan,Eurasia,26.33,93.50,India
Milang,mil,,Tani,Sino-Tibetan,Eurasia,28.50,95.25,India
Mina,hna,hna,Biu-Mandara,Afro-Asiatic,Africa,10.33,13.83,Cameroon
Minangkabau,min,min,Malayo-Sumbawan,Austronesian,Papunesia,-1.00,101.00,Indonesia
Minaveha,mnv,mvn,Oceanic,Austronesian,Papunesia,-9.60,150.47,Papua New Guinea
Mingrelian,mgl,xmf,Kartvelian,Kartvelian,Eurasia,42.50,42.00,Georgia
Min (Southern),hok,nan,Chinese,Sino-Tibetan,Eurasia,25.00,118.00,TaiwanChina
Miri (Hill):,mhl,mrg,Tani,Sino-Tibetan,Eurasia,27.92,93.83,India
Miriwung,mir,mep,Jarrakan,Jarrakan,Australia,-15.67,129.00,Australia
Mirniny,mrj,nju,Western Pama-Nyungan,Pama-Nyungan,Australia,-31.00,129.00,Australia
Mising,msg,mrg,Tani,Sino-Tibetan,Eurasia,28.50,94.83,India
Miskito,mis,miq,Misumalpan,Misumalpan,North America,14.00,-83.67,Nicaragua
Mískito Coast English Creole,mce,bzk,Creoles and Pidgins,other,North America,16.25,-88.83,Belize
Mituku,mit,zmq,Bantu,Niger-Congo,Africa,-1.67,25.50,Democratic Republic of Congo
Miwok (Bodega),mkb,csi,Miwok,Penutian,North America,38.33,-123.00,United States
Miwok (Central Sierra),mcs,csm,Miwok,Penutian,North America,38.00,-120.33,United States
Miwok (Lake),mwl,lmw,Miwok,Penutian,North America,38.92,-122.67,United States
Miwok (Northern Sierra),mwn,nsq,Miwok,Penutian,North America,38.33,-120.67,United States
Miwok (Plains),mwp,pmw,Miwok,Penutian,North America,38.00,-121.00,United States
Miwok (Southern Sierra),mss,skd,Miwok,Penutian,North America,37.50,-120.00,United States
Mixe (Ayutla),mxx,mxp,Mixe-Zoque,Mixe-Zoque,North America,17.08,-96.08,Mexico
Mixe (Coatlán),mco,mco,Mixe-Zoque,Mixe-Zoque,North America,16.92,-95.67,Mexico
Mixe (Tlahuitoltepec),mth,mxp,Mixe-Zoque,Mixe-Zoque,North America,17.08,-96.17,Mexico
Mixe (Totontepec),mtp,mto,Mixe-Zoque,Mixe-Zoque,North America,17.25,-96.00,Mexico
Mixtec (Alacatlatzala),mxl,mim,Mixtec,Oto-Manguean,North America,17.25,-98.58,Mexico
Mixtec (Atatlahuca),mxa,mib,Mixtec,Oto-Manguean,North America,17.00,-97.75,Mexico
Mixtec (Ayutla),mxt,miy,Mixtec,Oto-Manguean,North America,16.92,-99.17,Mexico
Mixtec (Chalcatongo),mxc,mig,Mixtec,Oto-Manguean,North America,17.05,-97.58,Mexico
Mixtec (Chayuco),mxu,mih,Mixtec,Oto-Manguean,North America,16.42,-97.83,Mexico
Mixtec (Coatzospan),mxz,miz,Mixtec,Oto-Manguean,North America,18.08,-96.58,Mexico
Mixtec (Jamiltepec),mja,mxt,Mixtec,Oto-Manguean,North America,16.25,-97.83,Mexico
Mixtec (Jicaltepec),mxj,mio,Mixtec,Oto-Manguean,North America,16.33,-98.00,Mexico
Mixtec (Molinos),mxm,mig,Mixtec,Oto-Manguean,North America,17.00,-97.58,Mexico
Mixtec (Ocotepec),mxo,mie,Mixtec,Oto-Manguean,North America,17.17,-97.75,Mexico
Mixtec (Peñoles),mxp,mil,Mixtec,Oto-Manguean,North America,17.08,-96.92,Mexico
Mixtec (San Juan Colorado),mjc,mjc,Mixtec,Oto-Manguean,North America,16.50,-98.00,Mexico
Mixtec (San Miguel el Grande),mxg,mig,Mixtec,Oto-Manguean,North America,17.05,-97.57,Mexico
Mixtec (Silacayoapan),mxs,mks,Mixtec,Oto-Manguean,North America,17.50,-98.17,Mexico
Mixtec (Yosondúa),mxy,mpm,Mixtec,Oto-Manguean,North America,16.92,-97.58,Mexico
Miya,miy,mkf,West Chadic,Afro-Asiatic,Africa,10.92,9.67,Nigeria
Mizo,miz,lus,Kuki-Chin,Sino-Tibetan,Eurasia,23.17,92.83,BangladeshIndia
Mlabri (Minor),mlm,mra,Khmuic,Austro-Asiatic,Eurasia,18.50,101.00,Thailand
Moca,moc,moy,Ta-Ne-Omotic,Afro-Asiatic,Africa,7.58,35.50,Ethiopia
Mochica,mcc,omc,Mochica,Mochica,South America,-7.50,-79.33,Peru
Mocoví,mcv,moc,Qom,Guaicuruan,South America,-28.00,-60.50,Argentina
Mofu-Gudur,mof,mif,Biu-Mandara,Afro-Asiatic,Africa,10.50,14.00,Cameroon
Moghol,mog,mhj,Mongolic,Altaic,Eurasia,35.00,62.00,Afghanistan
Mohawk,moh,moh,Northern Iroquoian,Iroquoian,North America,43.50,-74.25,CanadaUnited States
Mojave,moj,mov,Yuman,Hokan,North America,34.67,-114.58,United States
Mokilese,mok,mkj,Oceanic,Austronesian,Papunesia,6.67,159.75,Micronesia
Mokilko,mko,moz,East Chadic,Afro-Asiatic,Africa,11.92,18.08,Chad
Molala,mll,mbe,Molala,Penutian,North America,44.50,-122.50,United States
Moldavian,mol,ron,Romance,Indo-European,Eurasia,47.00,29.00,Moldova
Mombum,mom,mso,Mombum,Mombum,Papunesia,-8.25,138.75,Indonesia
Momu,fqs,fqs,Baibai-Fas,Baibai-Fas,Papunesia,-3.00,141.58,Papua New Guinea
Momuna,mqf,mqf,Somahai,Trans-New Guinea,Papunesia,-4.83,139.25,Indonesia
Mon,mon,mnw,Monic,Austro-Asiatic,Eurasia,14.83,100.50,ThailandMyanmar
Mondunga,mga,ndt,Ubangi,Niger-Congo,Africa,2.25,21.50,Democratic Republic of Congo
Mongo,mgo,lol,Bantu,Niger-Congo,Africa,0.00,21.00,Democratic Republic of Congo
Mongol (Khamnigan),mkh,,Mongolic,Altaic,Eurasia,49.00,117.00,ChinaMongolia
Mongondow,mgd,mog,Greater Central Philippine,Austronesian,Papunesia,0.67,124.00,Indonesia
Moni,mni,mnz,Paniai Lakes,Trans-New Guinea,Papunesia,-3.67,137.00,Indonesia
Mono-Alu,moa,mte,Oceanic,Austronesian,Papunesia,-7.05,155.75,Solomon Islands
Mono (in United States),mno,mnr,Northern Uto-Aztecan,Uto-Aztecan,North America,38.00,-119.00,United States
Montagnais,mtg,moe,Algonquian,Algic,North America,52.00,-65.00,Canada
Monumbo,mbo,mxk,Bogia,Bogia,Papunesia,-4.25,145.00,Papua New Guinea
Mooré,moo,mos,Oti-Volta,Niger-Congo,Africa,12.83,-1.25,Burkina Faso
Mopan,mop,mop,Mayan,Mayan,North America,16.58,-88.67,Belize
Mor,mor,mhz,South Halmahera - West New Guinea,Austronesian,Papunesia,-2.95,135.75,Indonesia
Moraori,mri,mok,Moraori,Moraori,Papunesia,-8.58,140.67,Indonesia
